urn:cts:TraveLab:Petachia:he:Benisch:token:0.1	סבוב
urn:cts:TraveLab:Petachia:he:Benisch:token:0.2	הרב
urn:cts:TraveLab:Petachia:he:Benisch:token:0.3	רבי
urn:cts:TraveLab:Petachia:he:Benisch:token:0.4	פתחיה
urn:cts:TraveLab:Petachia:he:Benisch:token:0.5	מרעגנשפורג
urn:cts:TraveLab:Petachia:he:Benisch:token:0.6	.
urn:cts:TraveLab:Petachia:he:Benisch:token:1.1	אלה
urn:cts:TraveLab:Petachia:he:Benisch:token:1.2	הסבובים
urn:cts:TraveLab:Petachia:he:Benisch:token:1.3	אשר
urn:cts:TraveLab:Petachia:he:Benisch:token:1.4	סבב
urn:cts:TraveLab:Petachia:he:Benisch:token:1.5	רבי
urn:cts:TraveLab:Petachia:he:Benisch:token:1.6	פתחיה
urn:cts:TraveLab:Petachia:he:Benisch:token:1.7	שסבב
urn:cts:TraveLab:Petachia:he:Benisch:token:1.8	את
urn:cts:TraveLab:Petachia:he:Benisch:token:1.9	כל
urn:cts:TraveLab:Petachia:he:Benisch:token:1.10	הארצות
urn:cts:TraveLab:Petachia:he:Benisch:token:1.11	:
urn:cts:TraveLab:Petachia:he:Benisch:token:2.1	ובתחלה
urn:cts:TraveLab:Petachia:he:Benisch:token:2.2	הלך
urn:cts:TraveLab:Petachia:he:Benisch:token:2.3	מפראג
urn:cts:TraveLab:Petachia:he:Benisch:token:2.4	שבביהם
urn:cts:TraveLab:Petachia:he:Benisch:token:2.5	לפולין
urn:cts:TraveLab:Petachia:he:Benisch:token:2.6	.
urn:cts:TraveLab:Petachia:he:Benisch:token:3.1	ומפולין
urn:cts:TraveLab:Petachia:he:Benisch:token:3.2	לקיוב
urn:cts:TraveLab:Petachia:he:Benisch:token:3.3	שברוסייא
urn:cts:TraveLab:Petachia:he:Benisch:token:3.4	.
urn:cts:TraveLab:Petachia:he:Benisch:token:4.1	ומרוסייא
urn:cts:TraveLab:Petachia:he:Benisch:token:4.2	הלך
urn:cts:TraveLab:Petachia:he:Benisch:token:4.3	בששה
urn:cts:TraveLab:Petachia:he:Benisch:token:4.4	ימים
urn:cts:TraveLab:Petachia:he:Benisch:token:4.5	עד
urn:cts:TraveLab:Petachia:he:Benisch:token:4.6	על
urn:cts:TraveLab:Petachia:he:Benisch:token:4.7	נהר
urn:cts:TraveLab:Petachia:he:Benisch:token:4.8	דנפרא
urn:cts:TraveLab:Petachia:he:Benisch:token:4.9	.
urn:cts:TraveLab:Petachia:he:Benisch:token:5.1	ומעבר
urn:cts:TraveLab:Petachia:he:Benisch:token:5.2	הנהר
urn:cts:TraveLab:Petachia:he:Benisch:token:5.3	התחיל
urn:cts:TraveLab:Petachia:he:Benisch:token:5.4	לילך
urn:cts:TraveLab:Petachia:he:Benisch:token:5.5	בארץ
urn:cts:TraveLab:Petachia:he:Benisch:token:5.6	קדר
urn:cts:TraveLab:Petachia:he:Benisch:token:5.7	:
urn:cts:TraveLab:Petachia:he:Benisch:token:6.1	ואין
urn:cts:TraveLab:Petachia:he:Benisch:token:6.2	להם
urn:cts:TraveLab:Petachia:he:Benisch:token:6.3	ספינות
urn:cts:TraveLab:Petachia:he:Benisch:token:6.4	.
urn:cts:TraveLab:Petachia:he:Benisch:token:7.1	אלא
urn:cts:TraveLab:Petachia:he:Benisch:token:7.2	תופרין
urn:cts:TraveLab:Petachia:he:Benisch:token:7.3	עשר
urn:cts:TraveLab:Petachia:he:Benisch:token:7.4	עורות
urn:cts:TraveLab:Petachia:he:Benisch:token:7.5	סוסים
urn:cts:TraveLab:Petachia:he:Benisch:token:7.6	שטוחין
urn:cts:TraveLab:Petachia:he:Benisch:token:7.7	.
urn:cts:TraveLab:Petachia:he:Benisch:token:8.1	ורצועה
urn:cts:TraveLab:Petachia:he:Benisch:token:8.2	אחת
urn:cts:TraveLab:Petachia:he:Benisch:token:8.3	בשפה
urn:cts:TraveLab:Petachia:he:Benisch:token:8.4	סביב
urn:cts:TraveLab:Petachia:he:Benisch:token:8.5	.
urn:cts:TraveLab:Petachia:he:Benisch:token:9.1	ויושבין
urn:cts:TraveLab:Petachia:he:Benisch:token:9.2	והעגלות
urn:cts:TraveLab:Petachia:he:Benisch:token:9.3	וכל
urn:cts:TraveLab:Petachia:he:Benisch:token:9.4	המשא
urn:cts:TraveLab:Petachia:he:Benisch:token:9.5	בתוך
urn:cts:TraveLab:Petachia:he:Benisch:token:9.6	העורות
urn:cts:TraveLab:Petachia:he:Benisch:token:9.7	וקושרין
urn:cts:TraveLab:Petachia:he:Benisch:token:9.8	רצועה
urn:cts:TraveLab:Petachia:he:Benisch:token:9.9	שבשפת
urn:cts:TraveLab:Petachia:he:Benisch:token:9.10	העורות
urn:cts:TraveLab:Petachia:he:Benisch:token:9.11	בזנבות
urn:cts:TraveLab:Petachia:he:Benisch:token:9.12	הסוסים
urn:cts:TraveLab:Petachia:he:Benisch:token:9.13	,
urn:cts:TraveLab:Petachia:he:Benisch:token:9.14	והסוסים
urn:cts:TraveLab:Petachia:he:Benisch:token:9.15	שטין
urn:cts:TraveLab:Petachia:he:Benisch:token:9.16	.
urn:cts:TraveLab:Petachia:he:Benisch:token:10.1	וכן
urn:cts:TraveLab:Petachia:he:Benisch:token:10.2	עוברין
urn:cts:TraveLab:Petachia:he:Benisch:token:10.3	את
urn:cts:TraveLab:Petachia:he:Benisch:token:10.4	המים
urn:cts:TraveLab:Petachia:he:Benisch:token:10.5	:
urn:cts:TraveLab:Petachia:he:Benisch:token:11.1	ובארץ
urn:cts:TraveLab:Petachia:he:Benisch:token:11.2	קדר
urn:cts:TraveLab:Petachia:he:Benisch:token:11.3	אין
urn:cts:TraveLab:Petachia:he:Benisch:token:11.4	אוכלין
urn:cts:TraveLab:Petachia:he:Benisch:token:11.5	את
urn:cts:TraveLab:Petachia:he:Benisch:token:11.6	הלחם
urn:cts:TraveLab:Petachia:he:Benisch:token:11.7	.
urn:cts:TraveLab:Petachia:he:Benisch:token:12.1	אלא
urn:cts:TraveLab:Petachia:he:Benisch:token:12.2	אורז
urn:cts:TraveLab:Petachia:he:Benisch:token:12.3	ודוחן
urn:cts:TraveLab:Petachia:he:Benisch:token:12.4	מבושל
urn:cts:TraveLab:Petachia:he:Benisch:token:12.5	בחלב
urn:cts:TraveLab:Petachia:he:Benisch:token:12.6	וחלב
urn:cts:TraveLab:Petachia:he:Benisch:token:12.7	וגבינה
urn:cts:TraveLab:Petachia:he:Benisch:token:12.8	:
urn:cts:TraveLab:Petachia:he:Benisch:token:13.1	וחתיכות
urn:cts:TraveLab:Petachia:he:Benisch:token:13.2	בשר
urn:cts:TraveLab:Petachia:he:Benisch:token:13.3	משימין
urn:cts:TraveLab:Petachia:he:Benisch:token:13.4	תחתיהן
urn:cts:TraveLab:Petachia:he:Benisch:token:13.5	על
urn:cts:TraveLab:Petachia:he:Benisch:token:13.6	הסוס
urn:cts:TraveLab:Petachia:he:Benisch:token:13.7	תחת
urn:cts:TraveLab:Petachia:he:Benisch:token:13.8	האוכף
urn:cts:TraveLab:Petachia:he:Benisch:token:13.9	.
urn:cts:TraveLab:Petachia:he:Benisch:token:14.1	ומייגעין
urn:cts:TraveLab:Petachia:he:Benisch:token:14.2	את
urn:cts:TraveLab:Petachia:he:Benisch:token:14.3	הסוס
urn:cts:TraveLab:Petachia:he:Benisch:token:14.4	ומזיע
urn:cts:TraveLab:Petachia:he:Benisch:token:14.5	.
urn:cts:TraveLab:Petachia:he:Benisch:token:15.1	והבשר
urn:cts:TraveLab:Petachia:he:Benisch:token:15.2	חם
urn:cts:TraveLab:Petachia:he:Benisch:token:15.3	ואוכלין
urn:cts:TraveLab:Petachia:he:Benisch:token:15.4	את
urn:cts:TraveLab:Petachia:he:Benisch:token:15.5	הבשר
urn:cts:TraveLab:Petachia:he:Benisch:token:15.6	:
urn:cts:TraveLab:Petachia:he:Benisch:token:16.1	ואין
urn:cts:TraveLab:Petachia:he:Benisch:token:16.2	הולכין
urn:cts:TraveLab:Petachia:he:Benisch:token:16.3	בארץ
urn:cts:TraveLab:Petachia:he:Benisch:token:16.4	קדר
urn:cts:TraveLab:Petachia:he:Benisch:token:16.5	כי
urn:cts:TraveLab:Petachia:he:Benisch:token:16.6	אם
urn:cts:TraveLab:Petachia:he:Benisch:token:16.7	על
urn:cts:TraveLab:Petachia:he:Benisch:token:16.8	ידי
urn:cts:TraveLab:Petachia:he:Benisch:token:16.9	תיור
